1.000000,4415.897328,4106.666566,4212.820410,4062.564003,4667.179373,4039.487081,3987.179390,4309.743484,4612.820400,4194.358872,4498.461428,3933.846058,4546.153735,4325.640920,
2.000000,4417.435789,4106.153746,4210.256307,4060.512721,4664.102450,4038.974260,3991.281954,4307.179382,4611.794759,4180.512718,4495.897326,3931.794776,4536.410145,4325.128099,
3.000000,4420.512712,4105.640925,4209.230666,4056.410157,4655.897322,4031.794773,3987.179390,4304.102459,4609.230657,4184.102462,4487.179377,3922.564007,4529.230658,4325.640920,
4.000000,4424.102456,4106.666566,4210.256307,4058.974260,4653.333220,4030.769132,3981.025544,4300.512715,4607.692195,4175.384513,4487.179377,3918.974263,4535.384504,4329.230663,
5.000000,4435.897327,4115.897335,4219.999897,4072.307593,4667.179373,4039.999901,3990.769133,4307.692202,4615.384503,4182.564000,4502.563992,3924.615289,4542.563991,4341.025535,
6.000000,4427.692199,4104.615284,4215.384512,4062.051183,4666.153732,4035.897337,3987.179390,4304.615279,4601.538349,4179.487077,4489.230659,3917.948622,4523.589633,4332.307586,
7.000000,4431.281943,4106.666566,4218.974256,4065.640926,4668.205014,4043.076824,3990.256313,4305.128100,4601.025529,4168.717847,4490.256300,3924.102468,4531.794761,4330.769125,
8.000000,4433.333225,4111.281951,4221.025538,4069.230670,4662.563989,4043.076824,3991.794774,4303.076818,4606.153734,4167.179385,4497.435787,3921.538366,4541.538350,4329.743484,
9.000000,4422.051174,4104.102464,4212.307589,4056.922978,4657.948604,4032.820414,3985.128108,4297.948613,4596.922965,4175.384513,4482.563993,3907.692212,4526.666556,4321.025535,
10.000000,4444.615276,4126.666566,4228.205025,4075.897336,4679.999886,4045.640927,4001.538364,4315.897330,4616.410144,4199.487077,4499.487069,3924.615289,4548.205017,4343.076817,
11.000000,4449.743481,4125.640925,4229.743486,4077.948618,4664.615271,4039.999901,3994.358877,4311.794766,4617.948605,4188.205026,4505.640915,3929.230673,4555.897324,4347.692201,
12.000000,4439.999891,4113.333233,4225.128102,4068.717849,4657.435784,4036.410158,3990.769133,4304.102459,4606.153734,4179.487077,4501.025531,3921.538366,4542.051171,4340.512714,
