1.000000,4430.256302,4088.205028,4206.153743,4076.922977,4650.256297,4028.205030,3979.487082,4299.487074,4607.179375,4179.487077,4482.563993,3987.179390,4525.640915,4315.384510,
2.000000,4425.640917,4090.769131,4203.589641,4076.922977,4642.563989,4026.153748,3979.999903,4304.102459,4617.435785,4179.487077,4483.076813,3985.640928,4533.846043,4314.358869,
3.000000,4419.487071,4083.076823,4198.461436,4063.076824,4637.948605,4019.487081,3969.230672,4292.307587,4610.769118,4175.897334,4479.487070,3986.666569,4532.307581,4310.256305,
4.000000,4428.717840,4086.666567,4208.717846,4070.769131,4650.769117,4020.512722,3971.794775,4286.666562,4597.948606,4176.922975,4483.076813,3999.999902,4533.846043,4319.999894,
5.000000,4427.692199,4077.948618,4203.589641,4073.846054,4641.538348,4013.333235,3968.205031,4282.563998,4588.205016,4157.948616,4473.333224,3993.846056,4526.666556,4316.922971,
6.000000,4423.076815,4072.820413,4192.820410,4064.102465,4632.307579,4010.769133,3962.564006,4283.589639,4589.230657,4150.769129,4468.205019,3982.564005,4518.461428,4308.205023,
7.000000,4435.384507,4087.692208,4199.999897,4067.692208,4645.640912,4021.538363,3974.358877,4297.435792,4600.512708,4168.717847,4477.948608,3990.769133,4523.589633,4320.512715,
8.000000,4434.871686,4079.999900,4203.589641,4069.743490,4651.281938,4023.589645,3978.461441,4298.461433,4601.025529,4166.666565,4471.281942,3991.794774,4523.076812,4324.102458,
9.000000,4439.487071,4081.025541,4211.794769,4075.897336,4652.820399,4027.179389,3979.999903,4297.948613,4607.692195,4175.384513,4479.999890,3994.358877,4533.333222,4325.640920,
10.000000,4440.512712,4088.205028,4213.846051,4073.333234,4634.871682,4025.128107,3976.922980,4293.846049,4608.205016,4182.564000,4489.743480,3993.333236,4535.384504,4324.102458,
11.000000,4417.435789,4067.179388,4197.948615,4054.871696,4616.922964,4014.358876,3960.512724,4282.563998,4591.281939,4155.897334,4464.615275,3978.974262,4515.897325,4307.692202,
12.000000,4418.461430,4067.179388,4201.538359,4061.538362,4649.230656,4017.435799,3965.128108,4294.358869,4603.076811,4163.076821,4469.230660,3986.666569,4525.128094,4312.307587,
13.000000,4430.769122,4083.076823,4209.230666,4070.769131,4656.410143,4016.410158,3971.794775,4295.384510,4614.358862,4184.615282,4485.640916,3997.948620,4536.410145,4321.025535,
14.000000,4419.487071,4072.307593,4197.948615,4055.384516,4622.563990,4006.666569,3959.999903,4274.358870,4588.205016,4157.435796,4467.179378,3991.281954,4517.948607,4308.205023,
15.000000,4409.230661,4063.589644,4189.230667,4049.230670,4619.999887,4007.179389,3957.435801,4277.435793,4576.922965,4137.435796,4452.307583,3987.179390,4508.205018,4302.051177,
16.000000,4421.538353,4079.999900,4197.435795,4066.153747,4640.512707,4016.410158,3970.256313,4296.922972,4601.538349,4163.076821,4465.128096,3993.333236,4518.461428,4312.820407,
17.000000,4435.384507,4090.769131,4208.205025,4078.461439,4646.666553,4024.615286,3978.974262,4297.435792,4613.846041,4182.564000,4478.461429,3999.999902,4526.153735,4318.461433,
18.000000,4424.102456,4074.871695,4204.102461,4068.205029,4629.230656,4021.025543,3972.307595,4283.076818,4596.410144,4164.102462,4468.205019,3993.846056,4515.384505,4308.205023,
19.000000,4422.563994,4072.307593,4206.153743,4067.179388,4630.256297,4022.051184,3978.974262,4291.794767,4601.538349,4165.128103,4473.846044,3997.948620,4521.025530,4313.846048,
20.000000,4430.256302,4079.487080,4211.281948,4068.717849,4649.743476,4024.615286,3981.538364,4303.076818,4615.897323,4184.615282,4490.256300,4006.666569,4537.435786,4324.615279,
21.000000,4432.820404,4082.051182,4211.794769,4071.281952,4653.333220,4024.615286,3975.897339,4296.410151,4608.717836,4186.153744,4485.128095,4011.281953,4540.512709,4323.076817,
22.000000,4446.153737,4094.871695,4223.076820,4090.769131,4655.384502,4033.846055,3986.153749,4297.435792,4613.333221,4187.692205,4488.205018,4023.589645,4548.717837,4330.769125,
23.000000,4436.410148,4088.205028,4214.358871,4079.487080,4647.692194,4025.128107,3978.461441,4290.256305,4604.102452,4170.256308,4486.153736,4013.333235,4536.410145,4326.153740,
24.000000,4426.153738,4082.564003,4204.615282,4061.025542,4645.128092,4016.922979,3972.307595,4288.717844,4597.948606,4164.102462,4481.538352,4004.102466,4530.256299,4320.512715,
25.000000,4430.256302,4083.589644,4208.205025,4066.666567,4636.922964,4019.487081,3978.974262,4297.435792,4608.717836,4176.410154,4476.410147,4013.333235,4539.487068,4322.051176,
26.000000,4431.794763,4075.897336,4208.717846,4069.743490,4628.717836,4020.512722,3977.948621,4297.948613,4604.102452,4172.307590,4473.333224,4017.435799,4531.794761,4321.025535,
27.000000,4442.563994,4084.615285,4217.948615,4077.948618,4654.871681,4031.794773,3983.076826,4299.999895,4609.230657,4179.487077,4487.179377,4023.076825,4531.794761,4333.333227,
28.000000,4433.846045,4078.461439,4210.256307,4073.846054,4650.769117,4028.717850,3976.922980,4287.692203,4606.666554,4172.820411,4478.974249,4016.922979,4526.666556,4323.589638,
29.000000,4423.076815,4064.615285,4200.512718,4060.512721,4622.563990,4016.922979,3966.153749,4281.538357,4595.384503,4159.487078,4465.640916,4010.769133,4519.999889,4311.794766,
30.000000,4435.384507,4072.820413,4212.820410,4065.640926,4642.563989,4018.461440,3972.820416,4297.435792,4605.128093,4173.333231,4477.948608,4022.564004,4527.179376,4327.179381,
31.000000,4426.666558,4066.153747,4210.769128,4066.666567,4657.435784,4019.487081,3974.358877,4295.384510,4603.589631,4172.820411,4472.307583,4022.564004,4519.487069,4319.487074,
32.000000,4417.435789,4063.076824,4204.102461,4066.153747,4642.051169,4027.692209,3977.435800,4289.230664,4596.410144,4166.666565,4466.153737,4021.025543,4516.922966,4308.717843,
33.000000,4433.333225,4083.589644,4211.281948,4072.307593,4645.640912,4033.846055,3984.102467,4297.435792,4605.640913,4182.051180,4481.025531,4029.230671,4530.769120,4321.025535,
