2.7984615e+03,3.0871794e+03,4.2830768e+03,3.6302563e+03,2.6579487e+03,3.4907691e+03,3.4907691e+03,3.1579486e+03,4.1994871e+03,4.6205127e+03,2.0805128e+03,4.2794871e+03,3.5287179e+03,3.0641025e+03,3.3887179e+03
2.8117948e+03,3.0825640e+03,4.2882050e+03,3.6292307e+03,2.6625640e+03,3.5041025e+03,3.5041025e+03,3.1666666e+03,4.1999999e+03,4.6287178e+03,2.0810256e+03,4.2846153e+03,3.5348717e+03,3.0656410e+03,3.4056409e+03
2.8389743e+03,3.0861538e+03,4.2979486e+03,3.6353845e+03,2.6784615e+03,3.5251281e+03,3.5251281e+03,3.1743589e+03,4.2066666e+03,4.6358973e+03,2.1051282e+03,4.3010255e+03,3.5579486e+03,3.0794871e+03,3.4169230e+03
2.8594871e+03,3.0938461e+03,4.3051281e+03,3.6466666e+03,2.6917948e+03,3.5261538e+03,3.5261538e+03,3.1825640e+03,4.2158973e+03,4.6425640e+03,2.1235897e+03,4.3184614e+03,3.5784615e+03,3.0948717e+03,3.4282050e+03
2.8646153e+03,3.0974358e+03,4.3107691e+03,3.6574358e+03,2.7035897e+03,3.5199999e+03,3.5199999e+03,3.1923076e+03,4.2164102e+03,4.6441025e+03,2.1297435e+03,4.3261537e+03,3.5856409e+03,3.1051281e+03,3.4420512e+03
2.8723076e+03,3.0953845e+03,4.3107691e+03,3.6584614e+03,2.7230769e+03,3.5287179e+03,3.5287179e+03,3.2020512e+03,4.2138461e+03,4.6399999e+03,2.1364102e+03,4.3312819e+03,3.5943589e+03,3.1107692e+03,3.4487179e+03
2.8846153e+03,3.0953845e+03,4.3102563e+03,3.6605127e+03,2.7425640e+03,3.5292307e+03,3.5292307e+03,3.2010256e+03,4.2169230e+03,4.6456409e+03,2.1471794e+03,4.3415384e+03,3.6097435e+03,3.1153845e+03,3.4512820e+03
2.9035897e+03,3.1051281e+03,4.3235896e+03,3.6728204e+03,2.7523076e+03,3.5251281e+03,3.5251281e+03,3.2015384e+03,4.2241025e+03,4.6641025e+03,2.1707692e+03,4.3605127e+03,3.6328204e+03,3.1353845e+03,3.4692307e+03
2.9220512e+03,3.1097435e+03,4.3292307e+03,3.6738461e+03,2.7564102e+03,3.5343589e+03,3.5343589e+03,3.2123076e+03,4.2302563e+03,4.6702563e+03,2.1943589e+03,4.3794871e+03,3.6523076e+03,3.1543589e+03,3.4871794e+03
2.9246153e+03,3.1025640e+03,4.3199999e+03,3.6651281e+03,2.7610256e+03,3.5394871e+03,3.5394871e+03,3.2215384e+03,4.2323076e+03,4.6620512e+03,2.2025640e+03,4.3876922e+03,3.6553845e+03,3.1523076e+03,3.4861538e+03
2.9379486e+03,3.1097435e+03,4.3317948e+03,3.6753845e+03,2.7728204e+03,3.5410256e+03,3.5410256e+03,3.2276922e+03,4.2333332e+03,4.6707691e+03,2.2117948e+03,4.4041025e+03,3.6687179e+03,3.1610256e+03,3.4984615e+03
2.9687179e+03,3.1251281e+03,4.3528204e+03,3.6938461e+03,2.7938461e+03,3.5523076e+03,3.5523076e+03,3.2353845e+03,4.2415384e+03,4.6856409e+03,2.2256410e+03,4.4287178e+03,3.7010256e+03,3.1887179e+03,3.5302563e+03
2.9794871e+03,3.1225640e+03,4.3517948e+03,3.6974358e+03,2.8138461e+03,3.5574358e+03,3.5574358e+03,3.2420512e+03,4.2441025e+03,4.6738460e+03,2.2333333e+03,4.4292307e+03,3.7179486e+03,3.2005127e+03,3.5415384e+03
2.9794871e+03,3.1199999e+03,4.3517948e+03,3.7010256e+03,2.8282051e+03,3.5533332e+03,3.5533332e+03,3.2507692e+03,4.2415384e+03,4.6646153e+03,2.2487179e+03,4.4266666e+03,3.7246153e+03,3.2051281e+03,3.5476922e+03
3.0035897e+03,3.1328204e+03,4.3682050e+03,3.7133332e+03,2.8420512e+03,3.5630768e+03,3.5630768e+03,3.2641025e+03,4.2451281e+03,4.6887178e+03,2.2753846e+03,4.4574358e+03,3.7456409e+03,3.2302563e+03,3.5743589e+03
3.0205127e+03,3.1333333e+03,4.3702563e+03,3.7128204e+03,2.8553845e+03,3.5733332e+03,3.5733332e+03,3.2676922e+03,4.2517948e+03,4.7035896e+03,2.2923076e+03,4.4815384e+03,3.7599999e+03,3.2451281e+03,3.5871794e+03
3.0123076e+03,3.1220512e+03,4.3610255e+03,3.7066666e+03,2.8635897e+03,3.5687179e+03,3.5687179e+03,3.2676922e+03,4.2579486e+03,4.6953845e+03,2.2938461e+03,4.4748717e+03,3.7610255e+03,3.2343589e+03,3.5769230e+03
3.0276922e+03,3.1348717e+03,4.3758973e+03,3.7230768e+03,2.8784615e+03,3.5764102e+03,3.5764102e+03,3.2820512e+03,4.2666666e+03,4.7102563e+03,2.3061538e+03,4.4876922e+03,3.7846153e+03,3.2492307e+03,3.5928204e+03
3.0553845e+03,3.1528204e+03,4.3974358e+03,3.7456409e+03,2.9041025e+03,3.5969230e+03,3.5969230e+03,3.3015384e+03,4.2717948e+03,4.7271794e+03,2.3348717e+03,4.5215384e+03,3.8194871e+03,3.2851281e+03,3.6287179e+03
3.0523076e+03,3.1430768e+03,4.3876922e+03,3.7384614e+03,2.9205127e+03,3.5882050e+03,3.5882050e+03,3.2999999e+03,4.2610255e+03,4.7076922e+03,2.3487179e+03,4.5230768e+03,3.8271794e+03,3.2861538e+03,3.6323076e+03
