ED_COUNTER,ED_AF3, ED_F7, ED_F3, ED_FC5, ED_T7,ED_P7, ED_O1, ED_O2, ED_P8, ED_T8, ED_FC6, ED_F4,ED_F8, ED_AF4,mix1,mix2
-3.055,"4,464.1025","4,076.9230","4,264.6153","4,195.8973","4,532.3076","4,083.5896","4,094.3589","4,295.3845","4,649.2307","4,273.8460","4,564.6153","4,378.4614","4,535.3845","4,342.5640",121.539,
-3.047,"4,457.4358","4,067.6922","4,259.4871","4,197.4358","4,523.5896","4,078.4614","4,091.2820","4,290.2563","4,645.6409","4,272.3076","4,557.4358","4,372.8204","4,529.7435","4,338.9743",118.462,
-3.039,"4,448.7178","4,059.9999","4,255.3845","4,197.4358","4,514.8717","4,070.7691","4,083.0768","4,277.4358","4,639.4871","4,264.6153","4,547.6922","4,362.5640","4,522.0512","4,328.2050",120.513,
-3.031,"4,454.3589","4,070.2563","4,264.6153","4,192.8204","4,519.9999","4,080.5127","4,085.6409","4,279.4871","4,637.4358","4,266.1537","4,559.4871","4,369.7435","4,532.8204","4,332.8204",121.539,
-3.023,"4,471.7948","4,084.1025","4,279.9999","4,191.7948","4,541.0255","4,087.6922","4,092.3076","4,293.8460","4,647.6922","4,275.8973","4,582.5640","4,390.2563","4,553.3332","4,351.2819",120.513,
-3.016,"4,462.0512","4,073.3332","4,269.2307","4,196.9230","4,543.0768","4,069.7435","4,085.6409","4,285.6409","4,645.1281","4,273.3332","4,573.3332","4,381.5384","4,546.1537","4,345.1281",116.923,
-3.008,"4,450.2563","4,069.2307","4,255.8973","4,198.4614","4,533.8460","4,070.2563","4,086.1537","4,278.9743","4,641.0255","4,279.9999","4,566.6666","4,369.2307","4,544.6153","4,341.0255",109.231,
-3.000,"4,446.1537","4,064.6153","4,247.1794","4,198.9743","4,518.9742","4,078.9743","4,087.1794","4,277.9486","4,641.0255","4,274.3589","4,569.7435","4,366.1537","4,547.1794","4,338.9743",107.179,
-2.992,"4,462.5640","4,076.4102","4,262.0512","4,196.4102","4,528.2050","4,089.2307","4,097.4358","4,295.3845","4,658.4614","4,278.4614","4,587.1794","4,380.5127","4,559.9999","4,353.3332",109.231,
-2.984,"4,487.1794","4,105.6409","4,281.0255","4,193.3332","4,533.3332","4,090.7691","4,105.6409","4,307.6922","4,665.1281","4,296.9230","4,598.4614","4,398.4614","4,580.5127","4,378.9743",108.205,
-2.977,"4,481.0255","4,101.5384","4,263.5896","4,197.9486","4,502.0512","4,063.5896","4,082.5640","4,272.3076","4,631.7948","4,270.2563","4,567.1794","4,378.4614","4,564.1025","4,367.1794",113.846,
-2.969,"4,492.3076","4,106.1537","4,268.2050","4,198.9743","4,518.4614","4,065.6409","4,078.9743","4,266.6666","4,631.2819","4,259.9999","4,570.2563","4,377.4358","4,564.6153","4,371.7948",120.513,
-2.961,"4,508.2050","4,118.9743","4,283.5896","4,196.9230","4,539.4871","4,074.3589","4,085.6409","4,288.7178","4,644.6153","4,272.8204","4,593.8460","4,394.8717","4,578.4614","4,391.7948",116.410,
-2.953,"4,512.8204","4,127.1794","4,278.4614","4,198.4614","4,523.0768","4,065.6409","4,083.0768","4,283.5896","4,639.9999","4,271.7948","4,588.2050","4,395.8973","4,582.0512","4,393.3332",119.487,
-2.945,"4,532.8204","4,147.1794","4,286.1537","4,199.9999","4,528.2050","4,069.7435","4,086.6666","4,282.5640","4,648.2050","4,278.9743","4,587.6922","4,399.9999","4,596.9230","4,399.9999",132.821,
-2.938,"4,534.3589","4,138.9743","4,286.1537","4,201.0255","4,524.6153","4,059.9999","4,079.9999","4,284.1025","4,639.9999","4,265.6409","4,582.0512","4,393.3332","4,587.1794","4,396.9230",137.436,
-2.930,"4,538.9742","4,135.3845","4,291.2819","4,199.4871","4,515.8973","4,063.0768","4,086.1537","4,284.6153","4,629.2307","4,255.3845","4,590.7691","4,405.6409","4,588.2050","4,411.2819",127.692,
-2.922,"4,552.3076","4,148.2050","4,301.5384","4,200.5127","4,521.0255","4,081.0255","4,094.8717","4,278.9743","4,635.8973","4,269.2307","4,610.2563","4,426.1537","4,610.2563","4,428.7178",123.590,
-2.914,"4,548.2050","4,143.0768","4,296.4102","4,200.5127","4,526.6666","4,076.4102","4,088.7178","4,278.4614","4,648.7178","4,277.4358","4,607.6922","4,422.5640","4,610.7691","4,417.9486",130.256,
-2.906,"4,547.1794","4,137.9486","4,298.9743","4,196.9230","4,533.3332","4,074.8717","4,094.8717","4,303.0768","4,667.6922","4,290.2563","4,612.3076","4,427.1794","4,610.2563","4,416.4101",130.769,
-2.898,"4,542.0512","4,128.7178","4,300.5127","4,199.9999","4,530.7691","4,078.4614","4,100.5127","4,302.0512","4,661.0255","4,293.8460","4,617.4358","4,430.7691","4,609.7435","4,416.9230",125.128,
-2.891,"4,539.4871","4,127.1794","4,302.0512","4,202.5640","4,541.0255","4,082.5640","4,101.0255","4,288.7178","4,652.8204","4,286.6666","4,610.7691","4,429.2307","4,602.0512","4,413.8460",125.641,
-2.883,"4,544.1025","4,131.7948","4,307.1794","4,201.5384","4,554.3589","4,086.1537","4,105.6409","4,298.9743","4,662.5640","4,284.6153","4,602.0512","4,431.2819","4,592.8204","4,410.2563",133.846,
-2.875,"4,538.9742","4,128.7178","4,305.6409","4,202.0512","4,545.6409","4,092.8204","4,108.7178","4,309.7435","4,664.1025","4,287.1794","4,598.4614","4,424.1025","4,584.6153","4,401.5384",137.436,
-2.867,"4,529.2307","4,122.5640","4,300.5127","4,198.4614","4,536.4101","4,096.9230","4,105.1281","4,305.6409","4,658.4614","4,287.6922","4,587.1794","4,410.2563","4,575.8973","4,389.7435",139.487,
-2.859,"4,508.2050","4,103.5896","4,285.6409","4,196.9230","4,526.1537","4,082.5640","4,096.4102","4,294.3589","4,644.1025","4,268.7178","4,557.9486","4,392.3076","4,547.6922","4,365.1281",143.077,
-2.852,"4,504.6153","4,098.4614","4,285.1281","4,198.4614","4,522.5640","4,080.5127","4,098.9743","4,299.4871","4,642.0512","4,264.6153","4,564.1025","4,395.8973","4,537.9486","4,358.9743",145.641,
-2.844,"4,512.8204","4,098.9743","4,288.7178","4,197.4358","4,527.1794","4,082.0512","4,095.8973","4,303.0768","4,647.1794","4,269.7435","4,581.0255","4,400.5127","4,543.0768","4,360.5127",152.308,
-2.836,"4,498.4614","4,082.5640","4,274.3589","4,198.9743","4,528.7178","4,066.1537","4,084.6153","4,289.7435","4,636.4101","4,255.3845","4,558.9742","4,382.5640","4,530.2563","4,345.1281",153.333,
-2.828,"4,492.8204","4,082.0512","4,276.4102","4,203.0768","4,538.9742","4,072.3076","4,091.2820","4,299.4871","4,644.1025","4,264.6153","4,563.5896","4,384.6153","4,538.4614","4,348.7178",144.103,
-2.820,"4,490.2563","4,080.5127","4,281.5384","4,202.0512","4,533.3332","4,081.5384","4,092.8204","4,306.1537","4,653.3332","4,275.3845","4,576.9230","4,389.2307","4,539.9999","4,350.2563",140.000,
-2.813,"4,495.8973","4,081.5384","4,286.1537","4,197.9486","4,528.2050","4,083.0768","4,097.9486","4,301.5384","4,656.4101","4,278.4614","4,571.7948","4,392.8204","4,532.3076","4,349.7435",146.154,
-2.805,"4,509.7435","4,094.8717","4,297.4358","4,194.3589","4,537.4358","4,091.7948","4,114.8717","4,311.2819","4,669.7435","4,290.7691","4,583.5896","4,408.7178","4,547.6922","4,362.5640",147.179,
-2.797,"4,495.8973","4,083.5896","4,286.1537","4,196.4102","4,534.8717","4,089.7435","4,109.2307","4,304.1025","4,661.5383","4,282.5640","4,583.5896","4,399.9999","4,549.7435","4,354.8717",141.026,
-2.789,"4,491.2819","4,080.5127","4,283.0768","4,197.9486","4,548.2050","4,091.2820","4,103.5896","4,298.9743","4,652.3076","4,281.0255","4,578.9742","4,396.9230","4,549.2307","4,355.8973",135.385,
-2.781,"4,494.8717","4,086.6666","4,285.1281","4,197.4358","4,552.3076","4,088.2050","4,102.0512","4,308.7178","4,657.4358","4,288.2050","4,579.9999","4,404.6153","4,550.2563","4,360.5127",134.359,
-2.773,"4,487.1794","4,076.4102","4,276.4102","4,193.8461","4,535.3845","4,088.7178","4,099.9999","4,313.8460","4,664.1025","4,284.1025","4,579.4871","4,394.3589","4,546.1537","4,347.1794",140.000,
-2.766,"4,483.5896","4,070.7691","4,274.3589","4,193.8461","4,536.4101","4,098.4614","4,107.1794","4,310.7691","4,661.5383","4,278.9743","4,572.3076","4,382.0512","4,539.4871","4,341.0255",142.564,
-2.758,"4,470.2563","4,058.9743","4,265.6409","4,198.9743","4,530.7691","4,072.8204","4,092.8204","4,292.3076","4,643.5896","4,259.4871","4,548.7178","4,372.8204","4,516.4101","4,331.7948",138.462,
-2.750,"4,468.2050","4,053.3332","4,269.7435","4,198.4614","4,522.5640","4,055.3845","4,079.9999","4,295.3845","4,647.6922","4,256.4102","4,556.4101","4,383.5896","4,513.8460","4,332.3076",135.897,
-2.742,"4,477.9486","4,056.9230","4,279.4871","4,196.9230","4,520.5127","4,069.7435","4,089.7435","4,306.1537","4,659.9999","4,274.8717","4,574.3589","4,395.8973","4,527.6922","4,340.5127",137.436,
-2.734,"4,479.4871","4,060.5127","4,281.0255","4,196.9230","4,520.5127","4,082.0512","4,099.4871","4,305.6409","4,658.9742","4,279.4871","4,562.0512","4,396.4101","4,525.6409","4,341.5384",137.949,
-2.727,"4,478.9742","4,066.1537","4,284.6153","4,197.4358","4,527.6922","4,086.1537","4,100.5127","4,308.2050","4,655.3845","4,270.7691","4,563.0768","4,398.4614","4,519.9999","4,344.1025",134.872,
-2.719,"4,470.7691","4,054.3589","4,271.7948","4,201.0255","4,522.5640","4,082.5640","4,095.3845","4,293.3332","4,643.5896","4,258.9743","4,568.2050","4,384.6153","4,514.8717","4,333.3332",137.436,
-2.711,"4,475.3845","4,059.9999","4,269.7435","4,198.9743","4,532.8204","4,090.2563","4,101.5384","4,292.8204","4,653.8460","4,273.8460","4,566.1537","4,377.9486","4,528.2050","4,335.8973",139.487,
-2.703,"4,482.5640","4,075.3845","4,279.9999","4,196.9230","4,550.7691","4,090.7691","4,101.5384","4,305.6409","4,666.6666","4,289.2307","4,566.1537","4,385.1281","4,541.5384","4,345.6409",136.923,
-2.695,"4,472.3076","4,065.6409","4,272.8204","4,199.4871","4,532.8204","4,075.3845","4,091.7948","4,296.9230","4,650.2563","4,276.4102","4,563.5896","4,381.5384","4,532.8204","4,336.9230",135.385,
-2.688,"4,475.8973","4,066.1537","4,272.8204","4,198.4614","4,523.0768","4,075.8973","4,096.4102","4,292.3076","4,646.1537","4,272.8204","4,563.5896","4,382.5640","4,532.8204","4,339.4871",136.410,
-2.680,"4,475.8973","4,064.1025","4,273.3332","4,197.9486","4,526.1537","4,077.9486","4,095.3845","4,292.8204","4,644.1025","4,264.6153","4,554.8717","4,381.0255","4,529.2307","4,338.9743",136.923,
-2.672,"4,472.8204","4,055.8973","4,276.4102","4,198.4614","4,528.7178","4,081.5384","4,094.8717","4,293.3332","4,642.0512","4,257.9486","4,555.3845","4,385.6409","4,522.5640","4,334.8717",137.949,
-2.664,"4,475.8973","4,059.9999","4,281.0255","4,195.8973","4,534.8717","4,085.6409","4,101.0255","4,294.8717","4,649.2307","4,264.1025","4,565.1281","4,392.3076","4,524.1025","4,338.9743",136.923,
-2.656,"4,469.2307","4,059.9999","4,270.2563","4,195.3845","4,533.3332","4,077.9486","4,097.9486","4,287.1794","4,642.0512","4,256.9230","4,554.3589","4,377.9486","4,516.9230","4,330.2563",138.974,
-2.648,"4,469.7435","4,060.5127","4,266.6666","4,198.4614","4,528.7178","4,084.6153","4,098.4614","4,291.7948","4,638.9742","4,256.4102","4,547.6922","4,373.3332","4,520.5127","4,328.2050",141.539,
-2.641,"4,464.1025","4,053.8461","4,263.0768","4,201.5384","4,521.0255","4,090.7691","4,098.4614","4,294.8717","4,644.1025","4,259.4871","4,548.2050","4,372.3076","4,523.0768","4,326.6666",137.436,
-2.633,"4,467.1794","4,060.5127","4,265.6409","4,199.4871","4,537.4358","4,089.2307","4,103.5896","4,299.9999","4,655.3845","4,274.8717","4,563.0768","4,378.9743","4,531.2819","4,333.3332",133.846,
-2.625,"4,486.1537","4,080.5127","4,279.9999","4,197.9486","4,552.8204","4,089.7435","4,108.2050","4,309.2307","4,665.1281","4,297.4358","4,577.9486","4,395.8973","4,548.2050","4,351.2819",134.872,
-2.617,"4,475.8973","4,071.2820","4,270.7691","4,201.5384","4,532.3076","4,087.1794","4,097.9486","4,293.8460","4,651.2819","4,281.0255","4,563.0768","4,385.6409","4,538.4614","4,343.5896",132.308,
-2.609,"4,465.1281","4,063.5896","4,265.1281","4,201.5384","4,535.3845","4,097.4358","4,103.5896","4,288.2050","4,648.2050","4,268.7178","4,563.5896","4,381.0255","4,538.4614","4,341.5384",123.590,
-2.602,"4,471.2819","4,067.1794","4,271.7948","4,200.5127","4,541.0255","4,090.2563","4,106.1537","4,295.3845","4,649.7435","4,270.2563","4,570.7691","4,391.7948","4,544.6153","4,349.2307",122.051,
-2.594,"4,477.4358","4,069.2307","4,271.2819","4,197.4358","4,531.2819","4,076.4102","4,095.8973","4,291.7948","4,643.5896","4,264.1025","4,563.5896","4,392.8204","4,538.4614","4,347.6922",129.744,
-2.586,"4,478.4614","4,070.7691","4,268.2050","4,194.3589","4,535.8973","4,086.6666","4,097.4358","4,290.2563","4,648.2050","4,268.7178","4,566.6666","4,388.2050","4,538.9742","4,345.6409",132.821,
-2.578,"4,459.9999","4,056.4102","4,256.4102","4,198.9743","4,525.1281","4,077.4358","4,091.2820","4,286.1537","4,644.1025","4,267.1794","4,563.0768","4,375.8973","4,528.2050","4,332.8204",127.180,
-2.570,"4,462.5640","4,061.5384","4,263.5896","4,201.0255","4,527.6922","4,071.7948","4,091.7948","4,291.7948","4,648.2050","4,272.3076","4,570.2563","4,382.5640","4,536.9230","4,339.9999",122.564,
-2.563,"4,478.9742","4,077.4358","4,277.9486","4,196.9230","4,548.2050","4,091.2820","4,102.5640","4,301.0255","4,654.3589","4,275.8973","4,571.2819","4,389.7435","4,546.6666","4,351.7948",127.179,
-2.555,"4,476.9230","4,076.4102","4,273.3332","4,195.3845","4,550.2563","4,095.8973","4,103.5896","4,302.5640","4,647.1794","4,271.7948","4,550.2563","4,381.5384","4,526.1537","4,341.0255",135.898,
-2.547,"4,471.2819","4,071.2820","4,265.6409","4,195.3845","4,544.6153","4,081.5384","4,097.4358","4,299.4871","4,646.6666","4,277.9486","4,556.4101","4,383.5896","4,528.2050","4,337.4358",133.846,
-2.539,"4,455.3845","4,054.3589","4,249.2307","4,199.9999","4,525.6409","4,068.2050","4,085.6409","4,283.5896","4,639.4871","4,266.1537","4,565.1281","4,374.3589","4,543.0768","4,332.8204",122.564,
-2.531,"4,460.5127","4,057.9486","4,252.8204","4,201.0255","4,529.7435","4,084.6153","4,092.8204","4,293.8460","4,650.7691","4,268.7178","4,564.1025","4,376.4101","4,551.7948","4,336.9230",123.590,
-2.523,"4,476.4101","4,071.7948","4,265.6409","4,198.4614","4,545.6409","4,093.3332","4,101.0255","4,310.2563","4,660.5127","4,285.6409","4,560.5127","4,391.7948","4,548.7178","4,344.6153",131.795,
-2.516,"4,469.2307","4,062.5640","4,257.4358","4,198.4614","4,531.2819","4,076.4102","4,092.8204","4,292.8204","4,643.0768","4,276.4102","4,554.8717","4,386.1537","4,537.9486","4,338.4614",130.769,
-2.508,"4,461.0255","4,058.4614","4,254.3589","4,197.9486","4,530.7691","4,072.8204","4,092.3076","4,278.9743","4,637.9486","4,265.6409","4,566.1537","4,379.9999","4,542.0512","4,338.4614",122.564,
-2.500,"4,444.6153","4,043.5896","4,243.5896","4,198.9743","4,535.8973","4,063.0768","4,085.6409","4,267.6922","4,629.7435","4,254.3589","4,551.2819","4,366.6666","4,529.7435","4,325.6409",118.974,
-2.492,"4,453.3332","4,046.1537","4,246.6666","4,198.4614","4,529.7435","4,064.6153","4,088.7178","4,275.3845","4,629.7435","4,258.9743","4,539.9999","4,373.8460","4,527.6922","4,327.6922",125.641,
-2.484,"4,474.8717","4,066.1537","4,262.5640","4,196.9230","4,527.1794","4,081.5384","4,099.9999","4,295.8973","4,646.6666","4,274.8717","4,561.0255","4,390.7691","4,540.5127","4,342.5640",132.308,
-2.477,"4,455.3845","4,052.8204","4,248.7178","4,197.9486","4,530.2563","4,078.9743","4,091.7948","4,284.6153","4,636.4101","4,255.8973","4,557.9486","4,368.7178","4,524.6153","4,326.1537",129.231,
-2.469,"4,450.7691","4,049.7435","4,245.6409","4,200.5127","4,537.9486","4,079.9999","4,090.7691","4,281.0255","4,634.8717","4,247.1794","4,548.7178","4,362.5640","4,522.0512","4,326.6666",124.103,
-2.461,"4,464.6153","4,055.3845","4,256.9230","4,203.0768","4,531.2819","4,077.4358","4,093.8461","4,289.7435","4,642.0512","4,262.0512","4,551.7948","4,380.5127","4,530.7691","4,337.9486",126.667,
-2.453,"4,462.5640","4,046.6666","4,252.3076","4,199.9999","4,532.3076","4,069.2307","4,091.2820","4,285.1281","4,635.3845","4,261.5384","4,552.3076","4,380.5127","4,522.0512","4,331.2819",131.282,
-2.445,"4,457.9486","4,042.0512","4,245.6409","4,194.3589","4,540.5127","4,070.2563","4,089.7435","4,279.4871","4,630.7691","4,249.7435","4,545.1281","4,367.6922","4,516.4101","4,328.7178",129.231,
-2.438,"4,453.8460","4,042.5640","4,247.1794","4,196.9230","4,533.3332","4,067.6922","4,083.5896","4,273.8460","4,623.0768","4,245.6409","4,531.7948","4,363.0768","4,516.9230","4,330.2563",123.590,
-2.430,"4,458.9742","4,052.3076","4,261.5384","4,201.5384","4,535.3845","4,070.7691","4,087.6922","4,281.0255","4,623.5896","4,256.4102","4,540.5127","4,382.0512","4,526.1537","4,340.5127",118.461,
-2.422,"4,460.5127","4,051.2820","4,261.0255","4,200.5127","4,529.7435","4,071.2820","4,090.7691","4,284.6153","4,630.7691","4,257.4358","4,557.4358","4,388.2050","4,529.2307","4,344.6153",115.897,
-2.414,"4,462.0512","4,048.7178","4,256.4102","4,196.4102","4,523.0768","4,067.6922","4,087.6922","4,282.5640","4,641.5383","4,264.6153","4,565.1281","4,379.9999","4,535.8973","4,343.5896",118.462,
-2.406,"4,468.7178","4,056.4102","4,262.0512","4,193.8461","4,536.4101","4,072.3076","4,088.2050","4,288.7178","4,648.7178","4,278.9743","4,566.1537","4,381.0255","4,543.0768","4,344.6153",124.103,
-2.398,"4,458.4614","4,050.7691","4,250.7691","4,196.9230","4,531.7948","4,073.3332","4,085.6409","4,281.0255","4,636.4101","4,258.9743","4,555.8973","4,375.3845","4,527.6922","4,335.8973",122.564,
-2.391,"4,464.6153","4,058.4614","4,256.4102","4,197.4358","4,535.8973","4,088.2050","4,095.3845","4,285.6409","4,647.1794","4,263.0768","4,565.6409","4,387.1794","4,537.9486","4,351.2819",113.333,
-2.383,"4,469.2307","4,061.0255","4,265.1281","4,197.4358","4,547.6922","4,086.6666","4,092.8204","4,294.8717","4,653.8460","4,284.1025","4,571.2819","4,393.8460","4,549.2307","4,358.4614",110.769,
-2.375,"4,453.3332","4,049.7435","4,250.7691","4,197.9486","4,535.3845","4,067.1794","4,078.9743","4,284.1025","4,629.7435","4,267.1794","4,559.4871","4,375.3845","4,530.2563","4,338.4614",114.872,
-2.367,"4,464.6153","4,062.0512","4,254.3589","4,196.4102","4,539.9999","4,074.8717","4,086.6666","4,283.0768","4,628.2050","4,258.4614","4,569.2307","4,379.9999","4,535.3845","4,346.6666",117.949,
-2.359,"4,468.2050","4,059.9999","4,255.8973","4,198.9743","4,543.0768","4,068.2050","4,084.6153","4,275.3845","4,628.7178","4,254.8717","4,563.0768","4,385.6409","4,539.9999","4,352.3076",115.897,
-2.352,"4,463.5896","4,051.7948","4,256.4102","4,198.4614","4,538.4614","4,056.9230","4,081.5384","4,276.4102","4,630.2563","4,258.9743","4,555.8973","4,385.6409","4,536.4101","4,348.2050",115.385,
-2.344,"4,471.7948","4,058.4614","4,264.1025","4,195.8973","4,542.0512","4,069.7435","4,089.2307","4,292.8204","4,643.5896","4,277.4358","4,572.8204","4,391.2819","4,541.0255","4,352.3076",119.487,
-2.336,"4,474.8717","4,060.5127","4,261.0255","4,196.9230","4,551.2819","4,085.6409","4,092.3076","4,293.8460","4,645.6409","4,276.9230","4,576.4101","4,388.2050","4,544.6153","4,352.3076",122.564,
-2.328,"4,481.0255","4,070.7691","4,265.1281","4,198.9743","4,562.5640","4,092.8204","4,094.8717","4,297.9486","4,649.2307","4,282.0512","4,577.4358","4,393.3332","4,556.4101","4,359.9999",121.026,
-2.320,"4,467.6922","4,057.9486","4,254.8717","4,201.0255","4,541.5384","4,068.7178","4,079.9999","4,294.3589","4,643.0768","4,279.4871","4,566.1537","4,384.1025","4,545.1281","4,348.7178",118.974,
-2.313,"4,456.9230","4,047.1794","4,246.1537","4,198.9743","4,539.9999","4,058.4614","4,074.8717","4,291.7948","4,638.9742","4,268.7178","4,562.0512","4,371.2819","4,531.2819","4,336.4102",120.513,
-2.305,"4,466.1537","4,064.6153","4,252.3076","4,195.8973","4,563.0768","4,078.4614","4,090.2563","4,298.4614","4,639.4871","4,270.2563","4,568.2050","4,374.3589","4,541.0255","4,344.6153",121.538,
-2.297,"4,460.5127","4,059.9999","4,249.7435","4,197.4358","4,541.0255","4,077.9486","4,085.1281","4,283.5896","4,625.1281","4,264.6153","4,554.3589","4,371.2819","4,538.9742","4,342.5640",117.949,
-2.289,"4,459.9999","4,052.8204","4,254.8717","4,200.5127","4,528.7178","4,064.6153","4,071.7948","4,275.3845","4,626.1537","4,261.0255","4,557.4358","4,376.9230","4,538.9742","4,345.6409",114.359,
-2.281,"4,465.1281","4,059.9999","4,257.9486","4,199.9999","4,543.0768","4,066.1537","4,073.8461","4,287.1794","4,635.3845","4,261.0255","4,569.2307","4,382.0512","4,540.5127","4,349.7435",115.385,
-2.273,"4,472.3076","4,070.2563","4,259.9999","4,197.4358","4,556.4101","4,081.0255","4,086.6666","4,296.9230","4,641.0255","4,278.9743","4,569.2307","4,383.0768","4,545.1281","4,352.3076",120.000,
-2.266,"4,479.4871","4,071.7948","4,264.6153","4,198.9743","4,562.5640","4,079.4871","4,090.2563","4,290.7691","4,642.5640","4,295.3845","4,569.7435","4,387.1794","4,552.3076","4,355.8973",123.590,
-2.258,"4,466.6666","4,058.9743","4,253.8460","4,199.4871","4,547.6922","4,069.7435","4,082.5640","4,286.1537","4,637.4358","4,277.9486","4,568.2050","4,381.0255","4,545.1281","4,347.1794",119.487,
-2.250,"4,470.2563","4,068.7178","4,257.4358","4,196.9230","4,547.1794","4,092.3076","4,089.7435","4,302.0512","4,647.1794","4,274.8717","4,577.9486","4,389.2307","4,554.8717","4,356.9230",113.333,
-2.242,"4,485.1281","4,079.9999","4,266.1537","4,198.9743","4,556.9230","4,097.4358","4,090.2563","4,295.3845","4,647.6922","4,282.0512","4,584.6153","4,395.3845","4,568.2050","4,367.1794",117.949,
-2.234,"4,492.3076","4,079.4871","4,266.6666","4,199.4871","4,547.6922","4,070.7691","4,084.1025","4,282.5640","4,637.4358","4,283.5896","4,589.2307","4,395.3845","4,569.2307","4,365.1281",127.180,
-2.227,"4,494.8717","4,082.5640","4,270.7691","4,194.8717","4,537.9486","4,066.1537","4,083.0768","4,295.8973","4,641.5383","4,291.2819","4,595.3845","4,404.1025","4,571.2819","4,369.7435",125.128,
-2.219,"4,479.9999","4,069.7435","4,262.0512","4,199.4871","4,539.4871","4,068.7178","4,070.7691","4,286.6666","4,636.9230","4,274.3589","4,576.4101","4,395.8973","4,555.8973","4,356.9230",123.077,
-2.211,"4,481.5384","4,071.7948","4,265.1281","4,205.1281","4,552.8204","4,074.8717","4,074.8717","4,279.9999","4,634.3589","4,263.5896","4,570.7691","4,393.3332","4,551.7948","4,351.2819",130.257,
-2.203,"4,491.2819","4,078.4614","4,270.2563","4,203.5896","4,549.2307","4,081.5384","4,087.6922","4,291.2819","4,636.9230","4,275.3845","4,579.4871","4,395.3845","4,557.4358","4,354.8717",136.410,
-2.195,"4,482.5640","4,069.2307","4,257.4358","4,199.4871","4,547.1794","4,078.4614","4,089.2307","4,288.7178","4,636.9230","4,276.9230","4,571.2819","4,382.5640","4,549.7435","4,343.5896",138.974,
-2.188,"4,482.5640","4,074.3589","4,259.4871","4,196.4102","4,568.2050","4,086.1537","4,095.3845","4,292.3076","4,648.7178","4,275.3845","4,568.7178","4,389.7435","4,551.2819","4,344.1025",138.462,
-2.180,"4,474.8717","4,070.2563","4,256.4102","4,198.9743","4,552.3076","4,087.6922","4,091.2820","4,291.2819","4,639.4871","4,266.1537","4,566.6666","4,390.7691","4,548.2050","4,344.6153",130.256,
-2.172,"4,468.7178","4,063.0768","4,249.7435","4,199.4871","4,533.8460","4,082.0512","4,085.6409","4,286.1537","4,632.3076","4,273.3332","4,576.4101","4,380.5127","4,549.2307","4,344.1025",124.615,
-2.164,"4,478.9742","4,069.7435","4,256.9230","4,197.4358","4,548.2050","4,074.3589","4,084.6153","4,290.7691","4,641.0255","4,292.3076","4,586.6666","4,383.0768","4,555.3845","4,348.7178",130.256,
-2.156,"4,492.3076","4,077.9486","4,268.7178","4,197.4358","4,554.8717","4,076.9230","4,084.1025","4,293.8460","4,637.9486","4,285.1281","4,582.5640","4,397.9486","4,553.8460","4,355.8973",136.410,
-2.148,"4,506.1537","4,087.6922","4,282.0512","4,198.4614","4,557.9486","4,089.2307","4,090.2563","4,302.5640","4,643.5896","4,282.0512","4,594.3589","4,415.8973","4,569.2307","4,376.9230",129.231,
-2.141,"4,499.4871","4,076.4102","4,276.9230","4,202.0512","4,546.1537","4,074.8717","4,085.6409","4,292.8204","4,640.5127","4,276.9230","4,591.2819","4,403.5896","4,569.2307","4,371.7948",127.692,
-2.133,"4,490.2563","4,064.6153","4,269.2307","4,200.5127","4,541.5384","4,067.1794","4,081.5384","4,281.5384","4,627.6922","4,266.1537","4,571.2819","4,386.6666","4,550.2563","4,352.8204",137.436,
-2.125,"4,483.5896","4,063.0768","4,262.5640","4,194.8717","4,537.9486","4,071.7948","4,079.4871","4,285.6409","4,629.7435","4,268.2050","4,562.5640","4,383.0768","4,538.9742","4,346.1537",137.436,
-2.117,"4,469.2307","4,056.4102","4,247.1794","4,196.9230","4,518.4614","4,058.9743","4,071.7948","4,286.1537","4,631.7948","4,272.8204","4,556.9230","4,377.9486","4,535.8973","4,339.4871",129.744,
-2.109,"4,474.8717","4,067.1794","4,254.8717","4,198.4614","4,531.7948","4,061.5384","4,075.8973","4,289.2307","4,634.3589","4,273.8460","4,567.1794","4,388.7178","4,542.0512","4,348.7178",126.154,
-2.102,"4,473.3332","4,068.2050","4,257.9486","4,197.9486","4,547.6922","4,072.8204","4,076.9230","4,282.5640","4,624.6153","4,259.9999","4,570.2563","4,388.2050","4,531.7948","4,347.6922",125.641,
-2.094,"4,471.2819","4,058.4614","4,251.2819","4,197.4358","4,543.0768","4,077.4358","4,073.8461","4,274.8717","4,620.5127","4,259.4871","4,565.6409","4,380.5127","4,525.1281","4,339.9999",131.282,
-2.086,"4,481.5384","4,063.0768","4,256.9230","4,194.3589","4,552.3076","4,072.3076","4,076.9230","4,277.9486","4,633.3332","4,278.9743","4,571.2819","4,385.1281","4,541.0255","4,347.6922",133.846,
-2.078,"4,475.8973","4,066.6666","4,254.3589","4,194.3589","4,559.9999","4,064.1025","4,075.3845","4,276.9230","4,630.7691","4,275.8973","4,571.2819","4,378.9743","4,544.1025","4,350.7691",125.128,
-2.070,"4,478.9742","4,073.8461","4,257.9486","4,197.9486","4,559.9999","4,083.5896","4,077.9486","4,283.0768","4,629.2307","4,268.2050","4,576.4101","4,382.5640","4,550.2563","4,357.9486",121.026,
