ED_COUNTER,ED_AF3, ED_F7, ED_F3, ED_FC5, ED_T7,ED_P7, ED_O1, ED_O2, ED_P8, ED_T8, ED_FC6, ED_F4,ED_F8, ED_AF4,mix1,mix2
-4.047,"4,447.1794","4,105.1281","4,276.9230","4,197.4358","4,479.9999","4,107.1794","4,103.5896","4,301.0255","4,655.3845","4,286.6666","4,583.5896","4,396.4101","4,579.4871","4,336.9230",110.256,
-4.039,"4,449.7435","4,104.6153","4,276.4102","4,199.9999","4,480.5127","4,107.1794","4,101.5384","4,311.7948","4,653.8460","4,291.7948","4,596.4101","4,398.4614","4,586.6666","4,339.4871",110.256,
-4.031,"4,445.1281","4,094.8717","4,264.6153","4,198.4614","4,491.2819","4,087.1794","4,094.3589","4,311.2819","4,655.8973","4,289.7435","4,590.2563","4,389.2307","4,584.1025","4,329.2307",115.897,
-4.023,"4,461.5384","4,113.3332","4,279.9999","4,193.3332","4,511.7948","4,100.5127","4,105.6409","4,323.5896","4,679.4871","4,308.7178","4,591.2819","4,403.5896","4,598.9742","4,344.1025",117.436,
-4.016,"4,455.3845","4,113.8461","4,282.0512","4,196.4102","4,499.9999","4,109.2307","4,105.6409","4,321.5384","4,669.2307","4,297.9486","4,582.0512","4,398.9743","4,588.2050","4,341.0255",114.359,
-4.008,"4,446.1537","4,105.1281","4,273.8460","4,199.4871","4,493.3332","4,107.1794","4,106.6666","4,313.3332","4,653.8460","4,278.9743","4,579.4871","4,391.7948","4,568.7178","4,330.7691",115.385,
-4.000,"4,448.7178","4,104.1025","4,271.7948","4,196.4102","4,490.2563","4,106.6666","4,112.8204","4,308.2050","4,657.4358","4,287.6922","4,590.2563","4,396.9230","4,576.4101","4,334.8717",113.846,
-3.992,"4,440.5127","4,102.0512","4,266.1537","4,194.3589","4,477.9486","4,095.3845","4,102.0512","4,301.0255","4,656.9230","4,290.2563","4,583.5896","4,389.7435","4,586.1537","4,332.8204",107.692,
-3.984,"4,436.4101","4,098.4614","4,264.6153","4,196.4102","4,488.2050","4,086.1537","4,090.2563","4,297.4358","4,651.7948","4,281.0255","4,572.3076","4,381.0255","4,577.4358","4,326.1537",110.256,
-3.977,"4,435.8973","4,088.7178","4,259.4871","4,199.9999","4,494.8717","4,089.7435","4,090.7691","4,290.2563","4,643.0768","4,276.9230","4,573.3332","4,378.4614","4,563.0768","4,318.9743",116.923,
-3.969,"4,450.2563","4,100.5127","4,270.7691","4,198.4614","4,502.0512","4,103.5896","4,107.1794","4,305.1281","4,655.8973","4,304.1025","4,595.8973","4,393.8460","4,586.6666","4,334.8717",115.385,
-3.961,"4,448.7178","4,100.5127","4,272.8204","4,196.9230","4,495.3845","4,091.2820","4,102.5640","4,314.3589","4,663.5896","4,306.6666","4,589.7435","4,392.8204","4,594.8717","4,338.4614",110.256,
-3.953,"4,430.2563","4,079.4871","4,256.9230","4,198.4614","4,470.7691","4,078.4614","4,088.2050","4,297.4358","4,650.2563","4,279.9999","4,558.9742","4,375.8973","4,558.9742","4,318.4614",111.795,
-3.945,"4,442.0512","4,088.2050","4,266.6666","4,195.3845","4,475.8973","4,099.9999","4,099.4871","4,302.0512","4,652.8204","4,283.5896","4,573.8460","4,385.6409","4,557.4358","4,326.1537",115.898,
-3.938,"4,441.5384","4,087.1794","4,267.6922","4,195.8973","4,477.9486","4,103.0768","4,101.0255","4,304.1025","4,647.6922","4,272.3076","4,575.3845","4,382.5640","4,567.6922","4,328.7178",112.821,
-3.930,"4,437.9486","4,082.5640","4,264.6153","4,196.4102","4,482.0512","4,100.5127","4,101.5384","4,301.0255","4,645.6409","4,267.6922","4,564.6153","4,378.4614","4,570.2563","4,328.2050",109.744,
-3.922,"4,452.8204","4,091.7948","4,272.8204","4,193.8461","4,496.4101","4,104.6153","4,106.1537","4,305.6409","4,657.4358","4,298.9743","4,584.6153","4,389.7435","4,577.4358","4,338.9743",113.846,
-3.914,"4,444.6153","4,077.9486","4,262.5640","4,195.3845","4,488.2050","4,087.1794","4,091.2820","4,300.5127","4,652.3076","4,295.3845","4,580.5127","4,377.4358","4,566.1537","4,325.1281",119.487,
-3.906,"4,432.3076","4,072.8204","4,258.4614","4,197.4358","4,485.1281","4,086.6666","4,092.3076","4,308.7178","4,655.8973","4,278.4614","4,563.5896","4,369.2307","4,564.1025","4,318.9743",113.333,
-3.898,"4,422.5640","4,071.7948","4,252.8204","4,199.9999","4,485.6409","4,088.7178","4,095.8973","4,301.5384","4,643.5896","4,270.2563","4,556.9230","4,365.1281","4,556.9230","4,316.9230",105.641,
-3.891,"4,425.6409","4,071.2820","4,250.2563","4,197.4358","4,490.2563","4,081.0255","4,090.7691","4,287.6922","4,628.2050","4,269.7435","4,559.9999","4,363.0768","4,551.2819","4,313.3332",112.308,
-3.883,"4,443.0768","4,083.0768","4,262.0512","4,192.3076","4,500.5127","4,088.7178","4,094.3589","4,305.1281","4,656.9230","4,285.1281","4,569.2307","4,376.9230","4,572.8204","4,326.1537",116.923,
-3.875,"4,441.0255","4,082.0512","4,257.9486","4,196.4102","4,486.6666","4,089.7435","4,095.3845","4,309.7435","4,666.1537","4,287.1794","4,575.8973","4,381.0255","4,579.9999","4,332.3076",108.718,
-3.867,"4,435.8973","4,077.9486","4,254.8717","4,198.9743","4,489.2307","4,089.7435","4,094.3589","4,291.2819","4,642.0512","4,281.5384","4,585.6409","4,383.5896","4,574.3589","4,335.3845",100.513,
-3.859,"4,430.7691","4,073.3332","4,254.8717","4,197.9486","4,496.4101","4,090.2563","4,087.1794","4,276.9230","4,630.7691","4,271.7948","4,567.6922","4,376.4101","4,562.5640","4,326.1537",104.615,
-3.852,"4,435.3845","4,078.9743","4,257.4358","4,196.9230","4,488.2050","4,099.4871","4,087.6922","4,290.2563","4,645.1281","4,276.4102","4,554.8717","4,371.2819","4,562.5640","4,322.0512",113.333,
-3.844,"4,450.7691","4,091.7948","4,263.0768","4,194.8717","4,489.7435","4,107.6922","4,097.4358","4,308.7178","4,653.3332","4,292.8204","4,578.9742","4,386.6666","4,577.9486","4,337.4358",113.333,
-3.836,"4,426.1537","4,065.1281","4,245.1281","4,198.4614","4,490.7691","4,081.5384","4,083.0768","4,285.1281","4,629.2307","4,270.7691","4,566.1537","4,375.8973","4,558.4614","4,322.0512",104.103,
-3.828,"4,415.8973","4,058.9743","4,246.1537","4,199.4871","4,495.3845","4,078.4614","4,078.4614","4,276.9230","4,633.8460","4,257.9486","4,555.8973","4,368.2050","4,547.6922","4,313.8460",102.051,
-3.820,"4,442.0512","4,085.1281","4,265.1281","4,197.4358","4,489.7435","4,093.3332","4,089.2307","4,302.0512","4,654.8717","4,276.4102","4,584.1025","4,383.0768","4,565.6409","4,335.3845",106.667,
-3.813,"4,435.8973","4,072.3076","4,254.8717","4,196.9230","4,470.7691","4,075.3845","4,086.1537","4,303.5896","4,644.6153","4,274.8717","4,578.4614","4,375.8973","4,559.4871","4,329.2307",106.667,
-3.805,"4,415.8973","4,051.2820","4,243.5896","4,197.4358","4,471.2819","4,063.5896","4,080.5127","4,289.7435","4,633.3332","4,262.5640","4,548.7178","4,358.4614","4,539.4871","4,309.2307",106.667,
-3.797,"4,417.4358","4,060.5127","4,245.6409","4,197.9486","4,480.5127","4,072.8204","4,077.4358","4,275.3845","4,628.2050","4,255.8973","4,539.9999","4,353.8460","4,534.8717","4,307.1794",110.256,
-3.789,"4,447.1794","4,090.7691","4,263.5896","4,196.4102","4,499.4871","4,089.2307","4,084.6153","4,278.4614","4,637.4358","4,268.2050","4,554.8717","4,375.8973","4,553.3332","4,331.2819",115.898,
-3.781,"4,463.0768","4,099.4871","4,272.3076","4,195.3845","4,504.6153","4,096.9230","4,094.8717","4,290.7691","4,648.7178","4,278.9743","4,564.1025","4,386.6666","4,559.9999","4,342.0512",121.026,
-3.773,"4,448.2050","4,084.6153","4,261.5384","4,195.3845","4,487.6922","4,088.7178","4,093.8461","4,289.2307","4,643.0768","4,274.3589","4,562.5640","4,369.7435","4,548.2050","4,327.6922",120.513,
-3.766,"4,439.4871","4,081.0255","4,258.4614","4,194.8717","4,490.7691","4,080.5127","4,089.7435","4,283.5896","4,645.1281","4,275.3845","4,564.1025","4,369.2307","4,551.2819","4,325.1281",114.359,
-3.758,"4,431.2819","4,067.1794","4,251.7948","4,197.9486","4,487.6922","4,074.3589","4,080.5127","4,276.4102","4,643.0768","4,262.5640","4,553.8460","4,368.2050","4,541.0255","4,316.4102",114.872,
-3.750,"4,441.0255","4,070.7691","4,257.4358","4,197.4358","4,486.1537","4,084.6153","4,085.1281","4,292.3076","4,643.5896","4,270.7691","4,559.9999","4,376.4101","4,543.5896","4,324.1025",116.923,
-3.742,"4,461.5384","4,093.3332","4,273.8460","4,193.8461","4,508.2050","4,092.8204","4,094.3589","4,311.2819","4,654.8717","4,303.5896","4,580.5127","4,395.8973","4,568.2050","4,348.7178",112.821,
-3.734,"4,459.4871","4,092.8204","4,273.3332","4,193.8461","4,516.9230","4,091.7948","4,091.7948","4,302.5640","4,656.4101","4,302.5640","4,584.1025","4,394.8717","4,572.3076","4,349.7435",109.744,
-3.727,"4,456.4101","4,087.6922","4,277.9486","4,197.9486","4,507.1794","4,097.9486","4,097.4358","4,300.5127","4,656.9230","4,286.1537","4,587.6922","4,391.7948","4,570.2563","4,347.1794",109.231,
-3.719,"4,439.4871","4,070.2563","4,268.2050","4,201.0255","4,486.1537","4,076.4102","4,092.8204","4,290.2563","4,644.1025","4,266.1537","4,567.1794","4,378.4614","4,549.7435","4,332.8204",106.667,
-3.711,"4,433.3332","4,064.6153","4,255.8973","4,197.9486","4,487.1794","4,067.6922","4,090.7691","4,281.5384","4,636.4101","4,259.9999","4,546.6666","4,372.3076","4,534.8717","4,324.1025",109.231,
-3.703,"4,450.2563","4,081.0255","4,261.5384","4,193.3332","4,492.3076","4,092.8204","4,103.0768","4,294.3589","4,642.5640","4,269.2307","4,557.4358","4,381.5384","4,546.1537","4,335.3845",114.872,
-3.695,"4,436.9230","4,069.7435","4,254.3589","4,195.3845","4,470.7691","4,083.0768","4,094.8717","4,292.8204","4,631.7948","4,257.4358","4,552.3076","4,367.1794","4,538.9742","4,322.5640",114.359,
-3.688,"4,425.1281","4,061.5384","4,254.8717","4,197.4358","4,486.1537","4,067.1794","4,087.1794","4,293.3332","4,642.5640","4,267.6922","4,557.4358","4,362.0512","4,541.5384","4,321.0255",104.103,
-3.680,"4,428.2050","4,063.0768","4,255.3845","4,198.4614","4,514.3589","4,072.3076","4,084.6153","4,294.3589","4,655.8973","4,285.1281","4,567.6922","4,370.2563","4,548.7178","4,331.7948",96.410,
-3.672,"4,438.9743","4,069.7435","4,253.8460","4,196.9230","4,509.7435","4,091.7948","4,093.3332","4,298.4614","4,647.1794","4,277.9486","4,566.1537","4,376.4101","4,549.7435","4,333.8460",105.128,
-3.664,"4,449.7435","4,081.5384","4,263.0768","4,194.8717","4,496.4101","4,103.0768","4,104.6153","4,313.3332","4,651.7948","4,280.5127","4,571.2819","4,380.5127","4,558.4614","4,334.8717",114.872,
-3.656,"4,427.6922","4,064.6153","4,249.2307","4,198.4614","4,481.5384","4,075.8973","4,088.7178","4,288.2050","4,648.2050","4,272.3076","4,558.4614","4,361.0255","4,539.9999","4,319.4871",108.205,
-3.648,"4,426.6666","4,066.6666","4,247.6922","4,198.9743","4,491.2819","4,072.8204","4,088.7178","4,268.2050","4,644.6153","4,272.8204","4,558.4614","4,362.0512","4,536.4101","4,322.0512",104.615,
-3.641,"4,439.4871","4,083.5896","4,255.8973","4,197.9486","4,499.4871","4,091.2820","4,095.8973","4,278.4614","4,642.0512","4,277.9486","4,563.0768","4,368.7178","4,547.6922","4,325.1281",114.359,
-3.633,"4,436.9230","4,082.5640","4,249.7435","4,197.9486","4,495.3845","4,086.6666","4,091.7948","4,284.1025","4,642.5640","4,269.7435","4,554.8717","4,357.9486","4,540.5127","4,313.8460",123.077,
-3.625,"4,450.7691","4,088.2050","4,261.0255","4,195.8973","4,508.7178","4,085.1281","4,099.9999","4,292.8204","4,654.8717","4,275.8973","4,559.4871","4,369.7435","4,543.5896","4,324.6153",126.154,
-3.617,"4,448.7178","4,080.5127","4,258.9743","4,199.4871","4,495.8973","4,082.5640","4,096.4102","4,287.1794","4,645.1281","4,263.5896","4,552.8204","4,369.2307","4,539.4871","4,319.4871",129.231,
-3.609,"4,435.8973","4,070.7691","4,244.6153","4,198.9743","4,477.4358","4,079.4871","4,087.6922","4,276.9230","4,633.8460","4,246.1537","4,545.1281","4,356.9230","4,530.7691","4,309.2307",126.667,
-3.602,"4,439.4871","4,069.7435","4,241.0255","4,193.8461","4,487.1794","4,076.4102","4,088.2050","4,272.8204","4,635.8973","4,255.8973","4,548.7178","4,354.8717","4,531.7948","4,312.8204",126.667,
-3.594,"4,446.6666","4,072.3076","4,244.1025","4,194.3589","4,496.4101","4,078.4614","4,091.7948","4,273.3332","4,636.9230","4,272.3076","4,553.8460","4,354.3589","4,535.3845","4,311.2819",135.385,
-3.586,"4,446.6666","4,078.4614","4,249.2307","4,196.9230","4,496.4101","4,083.5896","4,094.8717","4,278.9743","4,644.6153","4,273.3332","4,562.0512","4,357.4358","4,543.0768","4,312.3076",134.359,
-3.578,"4,428.2050","4,060.5127","4,236.4102","4,197.9486","4,476.9230","4,067.6922","4,086.6666","4,267.6922","4,636.9230","4,256.4102","4,550.2563","4,350.2563","4,532.3076","4,305.6409",122.564,
-3.570,"4,434.8717","4,061.5384","4,240.5127","4,196.4102","4,474.3589","4,075.3845","4,091.7948","4,272.8204","4,635.8973","4,265.6409","4,551.2819","4,358.9743","4,534.8717","4,312.8204",122.051,
-3.563,"4,464.6153","4,087.6922","4,264.1025","4,194.8717","4,503.0768","4,089.7435","4,102.0512","4,292.3076","4,651.2819","4,282.0512","4,572.8204","4,379.4871","4,555.3845","4,331.7948",132.821,
-3.555,"4,464.1025","4,090.2563","4,269.7435","4,196.9230","4,516.4101","4,076.9230","4,096.9230","4,290.2563","4,657.9486","4,277.9486","4,570.7691","4,378.4614","4,556.9230","4,331.7948",132.308,
-3.547,"4,457.4358","4,085.1281","4,275.3845","4,198.4614","4,510.2563","4,088.2050","4,101.5384","4,294.3589","4,660.5127","4,281.0255","4,571.7948","4,383.5896","4,558.4614","4,336.9230",120.513,
-3.539,"4,462.5640","4,085.6409","4,279.4871","4,198.4614","4,497.4358","4,107.6922","4,109.7435","4,295.8973","4,650.7691","4,277.4358","4,580.5127","4,392.3076","4,557.4358","4,342.5640",120.000,
-3.531,"4,476.4101","4,092.8204","4,287.1794","4,195.8973","4,504.6153","4,107.6922","4,107.6922","4,292.8204","4,649.7435","4,280.5127","4,586.6666","4,398.4614","4,561.0255","4,348.2050",128.205,
-3.523,"4,474.8717","4,091.2820","4,288.7178","4,197.9486","4,504.1025","4,090.7691","4,099.4871","4,295.8973","4,660.5127","4,289.7435","4,584.1025","4,397.4358","4,561.5383","4,348.2050",126.667,
-3.516,"4,452.3076","4,075.8973","4,268.7178","4,202.0512","4,481.0255","4,071.2820","4,090.2563","4,291.2819","4,653.3332","4,275.3845","4,563.5896","4,381.0255","4,545.1281","4,332.3076",120.000,
-3.508,"4,452.3076","4,082.5640","4,267.6922","4,199.4871","4,499.4871","4,078.4614","4,096.9230","4,290.7691","4,652.8204","4,275.8973","4,563.5896","4,379.4871","4,548.2050","4,332.3076",120.000,
-3.500,"4,456.4101","4,087.6922","4,274.8717","4,195.3845","4,521.5384","4,092.8204","4,102.5640","4,286.6666","4,648.2050","4,287.6922","4,572.3076","4,383.0768","4,555.8973","4,334.8717",121.538,
-3.492,"4,456.4101","4,081.5384","4,274.8717","4,194.3589","4,514.3589","4,097.4358","4,103.5896","4,285.1281","4,639.9999","4,287.6922","4,581.5383","4,384.1025","4,560.5127","4,335.3845",121.026,
-3.484,"4,466.6666","4,086.1537","4,279.4871","4,193.8461","4,516.4101","4,101.0255","4,105.6409","4,292.8204","4,650.2563","4,293.3332","4,595.8973","4,391.7948","4,576.4101","4,346.6666",120.000,
-3.477,"4,459.9999","4,082.0512","4,272.8204","4,197.9486","4,511.2819","4,093.3332","4,099.9999","4,289.7435","4,649.7435","4,289.2307","4,587.1794","4,386.1537","4,571.2819","4,339.9999",120.000,
-3.469,"4,461.5384","4,087.1794","4,274.8717","4,199.4871","4,513.3332","4,090.2563","4,106.1537","4,299.4871","4,653.8460","4,287.6922","4,588.2050","4,389.2307","4,570.2563","4,342.0512",119.487,
-3.461,"4,457.9486","4,086.6666","4,272.8204","4,196.4102","4,505.6409","4,078.4614","4,102.0512","4,305.1281","4,657.9486","4,284.6153","4,590.2563","4,382.5640","4,566.6666","4,340.5127",117.436,
-3.453,"4,433.8460","4,067.6922","4,250.7691","4,195.3845","4,478.9742","4,064.1025","4,085.1281","4,284.1025","4,643.0768","4,271.7948","4,567.1794","4,357.9486","4,543.5896","4,317.4358",116.410,
-3.445,"4,440.5127","4,076.4102","4,253.8460","4,196.4102","4,495.3845","4,085.1281","4,096.4102","4,285.6409","4,647.1794","4,281.0255","4,566.6666","4,366.1537","4,546.1537","4,323.0768",117.436,
-3.438,"4,452.3076","4,078.9743","4,265.6409","4,200.5127","4,515.3845","4,097.9486","4,105.6409","4,299.4871","4,657.4358","4,282.0512","4,574.8717","4,375.8973","4,553.8460","4,332.8204",119.487,
-3.430,"4,450.2563","4,070.2563","4,268.7178","4,200.5127","4,503.0768","4,087.6922","4,101.0255","4,295.8973","4,651.7948","4,270.7691","4,569.2307","4,372.8204","4,550.7691","4,329.2307",121.026,
-3.422,"4,446.1537","4,070.2563","4,263.5896","4,195.3845","4,495.8973","4,076.9230","4,095.3845","4,280.5127","4,638.4614","4,264.1025","4,563.5896","4,371.2819","4,544.1025","4,325.6409",120.513,
-3.414,"4,444.1025","4,069.7435","4,256.4102","4,193.3332","4,501.5384","4,072.3076","4,091.2820","4,281.0255","4,641.5383","4,270.2563","4,567.1794","4,372.3076","4,538.9742","4,327.1794",116.923,
-3.406,"4,455.3845","4,075.3845","4,268.7178","4,195.3845","4,507.6922","4,082.5640","4,095.3845","4,300.5127","4,662.5640","4,297.4358","4,583.5896","4,390.2563","4,557.9486","4,343.5896",111.795,
-3.398,"4,445.1281","4,067.1794","4,264.1025","4,198.4614","4,498.9742","4,078.9743","4,092.3076","4,291.7948","4,649.7435","4,289.2307","4,574.8717","4,386.6666","4,556.4101","4,339.4871",105.641,
-3.391,"4,437.9486","4,064.1025","4,254.8717","4,196.4102","4,498.4614","4,078.9743","4,094.8717","4,290.7691","4,645.1281","4,272.8204","4,570.2563","4,372.3076","4,543.0768","4,329.2307",108.718,
-3.383,"4,454.8717","4,075.8973","4,266.1537","4,192.8204","4,502.5640","4,093.8461","4,107.1794","4,312.8204","4,672.3076","4,297.9486","4,589.2307","4,383.5896","4,555.3845","4,341.0255",113.846,
-3.375,"4,456.4101","4,071.2820","4,267.6922","4,195.8973","4,503.5896","4,090.7691","4,103.0768","4,300.5127","4,665.1281","4,306.1537","4,580.5127","4,391.2819","4,561.5383","4,344.1025",112.308,
-3.367,"4,454.3589","4,073.8461","4,272.8204","4,197.4358","4,519.4871","4,083.5896","4,098.9743","4,289.2307","4,652.8204","4,290.2563","4,576.4101","4,392.3076","4,562.5640","4,346.6666",107.692,
-3.359,"4,453.3332","4,074.3589","4,273.8460","4,196.9230","4,512.3076","4,077.9486","4,097.9486","4,296.4102","4,658.4614","4,276.4102","4,588.2050","4,386.1537","4,557.9486","4,342.5640",110.769,
-3.352,"4,453.3332","4,069.2307","4,267.6922","4,195.8973","4,495.3845","4,076.9230","4,098.9743","4,296.9230","4,655.8973","4,280.5127","4,592.8204","4,384.6153","4,554.3589","4,338.4614",114.872,
-3.344,"4,461.0255","4,072.3076","4,269.7435","4,193.3332","4,504.6153","4,076.9230","4,100.5127","4,294.3589","4,651.7948","4,293.8460","4,587.6922","4,389.2307","4,557.4358","4,340.5127",120.513,
-3.336,"4,453.8460","4,069.2307","4,267.6922","4,195.3845","4,508.2050","4,068.7178","4,093.8461","4,286.1537","4,649.7435","4,289.2307","4,570.7691","4,379.4871","4,550.7691","4,330.7691",123.077,
-3.328,"4,455.8973","4,075.3845","4,275.3845","4,197.4358","4,515.8973","4,084.6153","4,097.4358","4,290.2563","4,659.4871","4,295.8973","4,582.5640","4,384.6153","4,562.0512","4,341.0255",114.872,
-3.320,"4,461.5384","4,079.4871","4,275.3845","4,201.5384","4,512.8204","4,092.8204","4,098.9743","4,297.9486","4,659.4871","4,298.4614","4,597.4358","4,391.7948","4,570.7691","4,348.7178",112.821,
-3.313,"4,459.4871","4,075.8973","4,265.6409","4,202.0512","4,499.9999","4,084.1025","4,095.3845","4,295.3845","4,652.3076","4,286.6666","4,586.6666","4,382.5640","4,560.5127","4,337.4358",122.051,
-3.305,"4,465.1281","4,082.0512","4,271.2819","4,196.4102","4,518.4614","4,089.7435","4,099.4871","4,291.7948","4,654.8717","4,294.3589","4,583.0768","4,381.5384","4,561.5383","4,341.5384",123.590,
-3.297,"4,455.3845","4,072.8204","4,267.1794","4,195.8973","4,521.5384","4,080.5127","4,095.3845","4,286.1537","4,645.1281","4,289.2307","4,578.4614","4,377.9486","4,558.4614","4,338.4614",116.923,
-3.289,"4,444.1025","4,064.1025","4,261.0255","4,197.4358","4,507.6922","4,077.4358","4,098.4614","4,297.9486","4,649.7435","4,280.5127","4,577.4358","4,377.4358","4,555.3845","4,333.3332",110.769,
-3.281,"4,438.9743","4,063.0768","4,254.3589","4,196.4102","4,503.5896","4,087.1794","4,098.9743","4,298.4614","4,653.3332","4,278.9743","4,571.2819","4,369.2307","4,546.6666","4,326.1537",112.821,
-3.273,"4,437.9486","4,064.1025","4,246.6666","4,194.8717","4,511.2819","4,084.1025","4,091.2820","4,280.5127","4,637.4358","4,271.2819","4,561.5383","4,361.5384","4,537.9486","4,317.9486",120.000,
-3.266,"4,451.2819","4,076.9230","4,259.4871","4,194.3589","4,521.0255","4,085.1281","4,095.8973","4,288.7178","4,648.2050","4,283.0768","4,575.8973","4,379.4871","4,556.4101","4,331.2819",120.000,
-3.258,"4,447.1794","4,071.2820","4,261.5384","4,197.9486","4,507.6922","4,083.5896","4,094.8717","4,294.3589","4,656.9230","4,290.2563","4,580.5127","4,379.9999","4,559.9999","4,336.9230",110.256,
-3.250,"4,445.1281","4,065.6409","4,256.4102","4,199.9999","4,511.2819","4,078.4614","4,093.3332","4,293.3332","4,654.8717","4,283.5896","4,577.4358","4,371.2819","4,552.3076","4,331.2819",113.846,
-3.242,"4,449.7435","4,071.7948","4,253.8460","4,196.4102","4,521.0255","4,074.8717","4,093.8461","4,294.3589","4,658.9742","4,277.4358","4,569.7435","4,371.2819","4,547.6922","4,325.6409",124.103,
-3.234,"4,438.9743","4,067.1794","4,246.6666","4,193.3332","4,511.7948","4,071.7948","4,088.2050","4,288.2050","4,650.7691","4,272.3076","4,556.4101","4,361.0255","4,533.8460","4,316.4102",122.564,
-3.227,"4,438.9743","4,067.1794","4,253.3332","4,194.8717","4,514.3589","4,079.9999","4,089.7435","4,294.8717","4,647.6922","4,280.5127","4,565.1281","4,360.5127","4,537.4358","4,319.4871",119.487,
-3.219,"4,439.4871","4,057.9486","4,252.8204","4,199.9999","4,509.7435","4,077.4358","4,085.6409","4,292.8204","4,647.6922","4,278.4614","4,565.6409","4,362.0512","4,544.1025","4,318.9743",120.513,
-3.211,"4,444.6153","4,058.4614","4,250.7691","4,199.9999","4,499.4871","4,077.9486","4,087.1794","4,280.5127","4,647.6922","4,276.4102","4,566.6666","4,364.1025","4,549.2307","4,325.6409",118.974,
-3.203,"4,457.9486","4,073.8461","4,259.4871","4,195.3845","4,502.0512","4,085.6409","4,092.8204","4,282.0512","4,648.2050","4,285.6409","4,574.3589","4,371.2819","4,557.9486","4,339.4871",118.461,
-3.195,"4,453.3332","4,069.2307","4,257.9486","4,195.3845","4,507.6922","4,078.9743","4,085.1281","4,283.0768","4,643.5896","4,274.8717","4,563.0768","4,371.7948","4,551.2819","4,333.8460",119.487,
-3.188,"4,446.6666","4,065.1281","4,255.3845","4,195.8973","4,515.3845","4,075.3845","4,084.1025","4,283.0768","4,645.6409","4,265.1281","4,560.5127","4,374.3589","4,546.1537","4,330.7691",115.897,
-3.180,"4,439.9999","4,062.0512","4,248.7178","4,195.8973","4,508.7178","4,071.2820","4,082.0512","4,273.8460","4,641.0255","4,262.5640","4,566.6666","4,366.6666","4,539.4871","4,328.7178",111.282,
-3.172,"4,451.2819","4,071.2820","4,253.3332","4,194.8717","4,512.3076","4,077.4358","4,086.6666","4,274.8717","4,643.5896","4,273.3332","4,576.4101","4,371.7948","4,548.7178","4,335.3845",115.897,
-3.164,"4,468.2050","4,086.6666","4,268.7178","4,193.8461","4,530.7691","4,089.7435","4,096.9230","4,293.3332","4,659.9999","4,292.3076","4,587.6922","4,389.7435","4,564.6153","4,350.2563",117.949,
-3.156,"4,449.7435","4,073.8461","4,255.3845","4,196.4102","4,514.8717","4,077.4358","4,088.7178","4,291.2819","4,651.2819","4,282.5640","4,572.8204","4,375.3845","4,548.7178","4,335.8973",113.846,
-3.148,"4,443.5896","4,069.2307","4,249.7435","4,196.9230","4,506.1537","4,072.3076","4,086.1537","4,288.7178","4,648.7178","4,276.9230","4,566.1537","4,367.6922","4,547.6922","4,331.7948",111.795,
-3.141,"4,447.1794","4,069.2307","4,253.8460","4,196.4102","4,516.9230","4,073.3332","4,084.6153","4,284.6153","4,646.6666","4,272.3076","4,570.2563","4,372.8204","4,552.8204","4,335.8973",111.282,
-3.133,"4,436.9230","4,057.4358","4,246.1537","4,195.8973","4,514.8717","4,067.6922","4,074.3589","4,269.2307","4,624.6153","4,253.8460","4,553.3332","4,359.4871","4,529.2307","4,319.4871",117.436,
-3.125,"4,432.8204","4,048.2050","4,241.5384","4,195.3845","4,515.3845","4,067.1794","4,073.8461","4,267.6922","4,622.5640","4,253.3332","4,538.9742","4,349.2307","4,516.4101","4,308.7178",124.103,
-3.117,"4,428.2050","4,040.5127","4,236.4102","4,197.4358","4,513.8460","4,066.1537","4,076.9230","4,271.7948","4,631.7948","4,258.9743","4,543.5896","4,349.2307","4,519.4871","4,306.6666",121.538,
-3.109,"4,437.9486","4,054.3589","4,248.2050","4,195.3845","4,515.3845","4,078.4614","4,087.1794","4,282.0512","4,641.0255","4,273.3332","4,561.0255","4,366.6666","4,536.4101","4,326.1537",111.795,
-3.102,"4,443.5896","4,059.4871","4,252.8204","4,195.8973","4,500.5127","4,079.9999","4,087.1794","4,283.0768","4,636.4101","4,273.8460","4,560.5127","4,368.7178","4,538.9742","4,335.8973",107.692,
-3.094,"4,433.3332","4,045.1281","4,236.9230","4,197.4358","4,484.6153","4,066.1537","4,080.5127","4,276.4102","4,629.2307","4,255.8973","4,550.7691","4,349.2307","4,524.1025","4,319.4871",113.846,
-3.086,"4,443.5896","4,060.5127","4,245.6409","4,194.3589","4,515.3845","4,075.8973","4,089.2307","4,289.7435","4,646.6666","4,269.2307","4,572.8204","4,362.5640","4,536.9230","4,328.2050",115.385,
-3.078,"4,455.8973","4,074.3589","4,261.0255","4,195.8973","4,535.8973","4,083.0768","4,091.7948","4,294.3589","4,652.3076","4,285.1281","4,584.1025","4,381.5384","4,551.7948","4,345.6409",110.256,
-3.070,"4,466.1537","4,074.8717","4,273.8460","4,198.4614","4,536.4101","4,082.0512","4,091.2820","4,295.8973","4,656.4101","4,285.6409","4,579.9999","4,388.7178","4,554.3589","4,352.8204",113.333,
-3.063,"4,473.3332","4,082.5640","4,277.9486","4,196.4102","4,541.5384","4,086.1537","4,096.4102","4,301.5384","4,661.0255","4,282.5640","4,576.4101","4,389.2307","4,549.7435","4,352.3076",121.026,
